session_id,experiment_name,sensor_id,location_label,scenario_label,time_block,repeat_idx,capture_duration_s,profile_label,decimation,capture_relpath,cmd_json,notes
000001_bogota_norte_urban_dense_r1,fm_extended_v1,ane_pi0,bogota_norte,urban_dense,06:00-08:00,0,180,cf_88100000_sr_1000000_rbw_5000_win_hann_ov_0.25_lna_0_vga_10_amp_0_dec_1,1,fm_extended_v1/000001_bogota_norte_urban_dense_r1/capture.csv,"{""center_freq_hz"":88100000,""sample_rate_hz"":1000000,""rbw_hz"":5000,""window"":""hann"",""overlap"":0.25,""lna_gain"":0,""vga_gain"":10,""antenna_amp"":false,""antenna_port"":0}",Extended acquisition matrix for richer VAE training.
